,exon_skipping,alternative_donor_site,alternative_acceptor_site,intron_retention,mutually_exclusive_exon,alternative_first_exon,alternative_last_exon,mutually_exclusive_exon-alternative_first_exon,mutually_exclusive_exon-alternative_last_exon
GO:0050768,2,0,0,0,0,3,0,0,0
GO:0046689,2,0,0,0,0,3,0,0,0
GO:0032570,3,0,0,0,0,3,1,0,0
GO:0031345,2,0,0,0,0,3,0,0,0
GO:0010977,2,0,0,0,0,3,0,0,0
GO:0043218,2,0,0,0,0,3,0,0,0
GO:0001849,0,0,0,1,0,0,0,0,0
GO:0001848,0,0,0,1,0,0,0,0,0
GO:0001846,0,0,0,1,0,0,0,0,0
GO:0071814,0,0,0,1,0,0,0,0,0
GO:0071813,0,0,0,1,0,0,0,0,0
GO:0070325,0,0,0,1,0,0,0,0,0
GO:0050997,0,0,0,1,0,0,0,0,0
GO:0050750,0,0,0,1,0,0,0,0,0
GO:0033265,0,0,0,1,0,0,0,0,0
GO:0030169,0,0,0,1,0,0,0,0,0
GO:0006953,0,0,0,1,0,0,0,0,0
GO:0002526,0,0,0,1,0,0,0,0,0
GO:0050830,1,0,0,1,0,0,1,0,0
GO:0042742,4,0,0,1,0,1,3,1,0
GO:0042310,0,0,0,1,0,0,0,0,0
GO:0032677,1,0,0,1,0,0,1,0,2
GO:0010888,0,0,0,1,0,0,0,0,0
GO:0010883,0,0,0,1,0,0,0,0,0
GO:0008228,0,0,0,1,0,0,0,0,0
GO:0016832,1,0,0,0,0,0,0,0,0
GO:0005518,0,1,0,0,0,0,1,0,0
GO:0031093,1,0,0,0,0,0,1,0,0
GO:0031091,1,0,0,0,0,0,1,0,0
GO:0070665,0,1,0,0,0,0,2,0,0
GO:0070374,1,0,0,0,0,1,1,0,1
GO:0062013,2,1,0,0,0,0,1,1,0
GO:0060759,2,0,0,0,0,0,0,2,0
GO:0050792,0,0,0,0,0,0,1,0,0
GO:0050671,0,1,0,0,0,0,2,0,0
GO:0048525,0,0,0,0,0,0,1,0,0
GO:0034341,0,1,0,0,0,0,2,0,0
GO:0032946,0,1,0,0,0,0,2,0,0
GO:0032757,1,0,0,0,0,0,1,0,2
GO:0019217,1,0,0,0,0,0,0,0,0
GO:0019216,1,0,0,0,0,0,0,0,0
GO:0001959,2,0,0,0,0,0,0,2,0
GO:0008652,0,0,0,0,0,0,0,0,1
GO:0002709,0,1,1,0,0,0,0,0,0
GO:0072528,0,0,0,0,0,1,0,0,0
GO:0009123,1,2,1,0,0,0,0,0,0
GO:0009162,1,0,0,0,0,0,0,0,0
GO:0009157,1,0,0,0,0,0,0,0,0
GO:0009130,0,2,1,0,0,0,0,0,0
GO:0009129,0,2,1,0,0,0,0,0,0
GO:0009124,1,2,1,0,0,0,0,0,0
GO:0006221,0,2,1,0,0,0,0,0,0
GO:0030863,0,0,0,0,0,1,1,0,0
GO:0006814,0,0,0,0,0,0,0,1,0
GO:0097028,0,0,0,0,0,0,0,0,2
GO:0032733,1,0,0,0,0,0,0,0,0
GO:0031342,1,0,0,0,0,0,1,0,0
GO:0002718,1,0,0,0,0,0,1,0,0
GO:0001773,0,0,0,0,0,0,0,0,1
GO:0016885,0,0,1,0,0,0,0,0,0
GO:0016421,0,0,1,0,0,0,0,0,0
GO:0032561,1,0,0,0,0,0,0,0,0
GO:0019001,1,0,0,0,0,0,0,0,0
GO:0005525,1,0,0,0,0,0,0,0,0
GO:0050931,0,0,0,0,0,1,0,0,1
GO:0030318,0,0,0,0,0,1,0,0,0
GO:0005882,0,0,0,0,0,1,0,0,0
GO:0051010,1,0,0,0,0,0,0,0,0
GO:1990758,1,0,0,0,0,0,0,0,0
GO:1902905,1,0,0,0,0,0,0,0,0
GO:1902903,1,0,0,0,0,0,0,0,0
GO:0070507,1,0,0,0,0,0,0,0,0
GO:0051988,1,0,0,0,0,0,0,0,0
GO:0051987,1,0,0,0,0,0,0,0,0
GO:0051984,1,0,0,0,0,0,0,0,0
GO:0051983,2,0,0,0,0,0,2,0,0
GO:0051656,8,1,0,0,0,0,3,0,1
GO:0051495,1,0,0,0,0,0,0,0,0
GO:0051315,2,0,0,0,0,0,0,0,0
GO:0051310,2,0,0,0,0,0,1,0,0
GO:0051303,3,0,0,0,0,0,2,0,0
GO:0050000,3,0,0,0,0,0,2,0,0
GO:0032886,1,0,0,0,0,0,1,0,0
GO:0032273,1,0,0,0,0,0,0,0,0
GO:0032271,1,0,0,0,0,0,0,0,0
GO:0031134,1,0,0,0,0,0,0,0,0
GO:0031116,1,0,0,0,0,0,0,0,0
GO:0031113,1,0,0,0,0,0,0,0,0
GO:0031112,1,0,0,0,0,0,0,0,0
GO:0031110,1,0,0,0,0,0,0,0,0
GO:0008608,2,0,0,0,0,0,0,0,0
GO:0007080,2,0,0,0,0,0,1,0,0
GO:0042729,1,0,0,0,0,0,0,0,0
GO:0000940,1,0,0,0,0,0,0,0,0
GO:0004713,1,0,0,0,0,0,1,0,0
GO:0046189,1,0,0,0,0,0,0,0,0
GO:0018958,1,0,0,0,0,0,0,0,0
GO:0009308,1,0,0,0,0,0,0,0,0
GO:0006576,1,0,0,0,0,0,0,0,0
GO:0009713,1,0,0,0,0,0,0,0,0
GO:0009712,1,0,0,0,0,0,0,0,0
GO:0042423,1,0,0,0,0,0,0,0,0
GO:0042417,1,0,0,0,0,0,0,0,0
GO:0042416,1,0,0,0,0,0,0,0,0
GO:0042401,1,0,0,0,0,0,0,0,0
GO:0009309,1,0,0,0,0,0,0,0,0
GO:0006584,1,0,0,0,0,0,0,0,0
GO:2001258,0,1,0,0,0,0,1,0,0
GO:2001257,2,1,0,0,0,1,2,0,0
GO:2000650,0,1,0,0,0,0,1,0,0
GO:2000649,0,2,0,0,0,0,2,1,0
GO:1905151,0,1,0,0,0,0,1,0,0
GO:1905150,0,1,0,0,0,0,1,0,0
GO:1903817,0,1,0,0,0,0,1,0,0
GO:1902306,0,1,0,0,0,0,1,0,0
GO:1902305,0,2,0,0,0,0,2,1,0
GO:1901380,0,1,0,0,0,0,1,0,0
GO:1901379,1,1,0,0,0,1,2,1,0
GO:1901017,0,1,0,0,0,0,1,0,0
GO:1901016,1,1,0,0,0,1,2,1,0
GO:0043267,0,1,0,0,0,0,1,0,0
GO:0043266,1,1,0,0,0,1,2,1,0
GO:0010766,0,1,0,0,0,0,1,0,0
GO:0002028,0,2,0,0,0,0,2,1,0
GO:0098647,1,0,0,0,0,0,1,0,0
GO:0005589,1,0,0,0,0,0,1,0,0
GO:0005581,1,0,0,0,0,0,1,0,0
GO:0007626,1,0,0,0,0,0,0,0,0
GO:0046466,1,0,0,0,0,1,1,0,0
GO:0030149,1,0,0,0,0,1,1,0,0
GO:0007009,0,0,0,0,0,0,1,0,0
GO:0006672,2,0,0,0,0,0,2,0,0
GO:0003014,1,0,0,0,0,0,0,0,0
GO:0046632,1,0,0,0,0,0,0,0,0
GO:0046631,1,0,0,0,0,0,0,0,0
GO:0046514,1,0,0,0,0,0,1,0,0
GO:0046479,1,0,0,0,0,0,1,0,0
GO:0046477,1,0,0,0,0,0,1,0,0
GO:0019377,1,0,0,0,0,0,1,0,0
GO:0019376,1,0,0,0,0,0,1,0,0
GO:0019374,1,0,0,0,0,0,1,0,0
GO:0006683,1,0,0,0,0,0,1,0,0
GO:0006681,1,0,0,0,0,0,1,0,0
GO:0006678,1,0,0,0,0,0,1,0,0
GO:0006677,1,0,0,0,0,0,1,0,0
GO:0001655,1,0,0,0,0,0,1,0,0
GO:0009112,0,0,0,0,0,0,0,0,1
GO:0006144,0,0,0,0,0,0,1,0,1
GO:0046083,0,0,0,0,0,0,1,0,0
GO:0070569,0,0,1,0,0,0,0,0,0
GO:0019320,0,0,0,0,0,1,0,0,0
GO:0045120,1,1,0,0,0,0,0,0,0
GO:1900182,1,0,0,0,0,0,1,0,0
GO:1900180,2,0,0,0,0,0,2,0,0
GO:0007266,1,0,0,0,0,1,0,0,0
GO:0007265,1,0,0,0,0,1,0,0,0
GO:0007264,1,0,0,0,0,1,0,0,0
GO:0140272,1,0,0,0,0,1,1,0,0
GO:0001618,1,0,0,0,0,1,1,0,0
GO:0050777,1,0,0,0,0,0,1,0,0
GO:0002698,1,0,0,0,0,0,1,0,0
GO:0042129,0,1,0,0,0,1,2,0,0
GO:0042102,0,1,0,0,0,0,2,0,0
GO:0007204,1,0,1,0,0,0,0,0,0
GO:0101002,1,0,0,0,0,0,0,0,0
GO:0045931,1,1,0,0,0,0,2,0,0
GO:0046148,0,0,1,0,0,0,1,0,0
GO:0042440,0,0,1,0,0,0,1,0,0
GO:0043021,0,0,0,0,0,1,0,0,0
GO:0071300,1,1,0,0,0,0,2,0,0
GO:0032526,1,1,0,0,0,0,3,0,0
GO:0004634,1,0,0,0,0,0,1,0,0
GO:2000241,1,0,0,0,0,2,0,0,0
GO:2000242,1,0,0,0,0,2,0,0,0
GO:1903429,1,0,0,0,0,0,1,0,2
GO:0006749,1,0,0,0,0,0,1,0,0
GO:0006805,2,0,0,0,0,0,1,0,0
GO:0042178,1,0,0,0,0,0,0,0,0
GO:1901184,2,0,0,0,0,0,2,0,0
GO:0042058,1,0,0,0,0,0,2,0,0
GO:0010945,1,0,0,0,0,0,0,0,0
GO:0030515,2,0,0,0,0,0,1,0,0
GO:2001294,1,0,0,0,0,0,0,0,0
GO:2001293,1,0,0,0,0,0,0,0,0
GO:0006104,1,0,0,0,0,0,0,0,0
GO:0015938,1,0,0,0,0,0,0,0,0
GO:1902859,1,0,0,0,0,0,0,0,0
GO:1902858,1,0,0,0,0,0,0,0,0
GO:1901289,1,0,0,0,0,0,0,0,0
GO:0046356,1,0,0,0,0,0,0,0,0
GO:0044580,1,0,0,0,0,0,0,0,0
GO:0006084,1,0,0,0,0,0,0,0,0
GO:0050873,1,0,0,0,0,0,0,0,0
GO:0045995,1,0,0,0,0,0,0,0,1
GO:0051494,0,0,0,0,0,0,1,0,0
GO:0007224,1,0,0,0,0,0,0,0,0
GO:0034714,1,0,0,0,0,0,2,0,0
GO:0005114,1,0,0,0,0,0,2,0,0
GO:0032743,1,0,0,0,0,0,0,0,0
GO:0032663,1,0,0,0,0,0,0,1,0
GO:0031295,1,0,0,0,0,0,0,1,0
GO:0031294,1,0,0,0,0,0,0,1,0
GO:0045066,3,0,0,0,0,0,1,0,0
GO:0032753,1,0,0,0,0,0,0,0,0
GO:0032673,1,0,0,0,0,0,0,0,0
GO:0009897,2,0,0,0,0,1,2,0,0
GO:0098636,1,1,0,0,0,0,1,0,0
GO:0005355,0,0,0,0,0,0,1,0,0
GO:0016712,0,0,0,0,0,0,1,0,0
GO:0070330,0,0,0,0,0,0,1,0,0
GO:0042445,0,0,0,0,0,2,2,0,0
GO:0042446,0,0,0,0,0,1,1,0,0
GO:0008210,0,0,0,0,0,0,1,0,0
GO:0120178,0,0,0,0,0,0,1,0,0
GO:0120013,0,0,1,0,0,2,0,0,0
GO:0120015,0,0,1,0,0,2,0,0,0
GO:0015248,0,0,1,0,0,2,0,0,0
GO:0120020,0,0,1,0,0,2,0,0,0
GO:0048511,1,0,0,0,0,0,0,0,1
GO:0007623,1,0,0,0,0,0,0,0,1
GO:0051591,2,0,0,0,0,1,1,0,0
GO:0046683,2,0,0,0,0,1,1,0,0
GO:0014074,2,0,0,0,0,1,1,0,0
GO:0009743,1,0,1,0,0,0,1,0,2
GO:0034284,0,0,1,0,0,0,0,0,0
GO:0009749,0,0,1,0,0,0,0,0,0
GO:0009746,0,0,1,0,0,0,0,0,0
GO:0005771,0,1,1,0,0,0,0,0,0
GO:0005104,1,0,0,0,0,0,1,0,0
GO:0002076,0,0,0,0,0,0,0,0,1
GO:0009914,0,0,1,0,0,0,0,0,0
GO:1903532,4,0,0,0,0,0,1,1,0
GO:0051047,4,0,0,0,0,0,1,1,0
GO:0050900,3,0,0,0,0,0,0,0,1
GO:0046887,2,0,0,0,0,0,0,1,0
GO:0046879,0,0,1,0,0,0,0,0,0
GO:0042886,0,0,1,0,0,0,1,0,0
GO:0030072,0,0,1,0,0,0,0,0,0
GO:0015833,0,0,1,0,0,0,0,0,0
GO:0002790,0,0,1,0,0,0,0,0,0
GO:2000391,3,0,0,0,0,0,0,0,1
GO:2000389,3,0,0,0,0,0,0,0,1
GO:1902624,3,0,0,0,0,0,0,0,1
GO:1902622,3,0,0,0,0,0,0,0,1
GO:0072683,0,0,0,0,0,0,0,0,1
GO:0072678,0,0,0,0,0,0,0,0,1
GO:0072676,0,0,0,0,0,0,0,0,1
GO:0071674,0,0,0,0,0,0,0,0,1
GO:0045123,3,0,0,0,0,0,0,0,1
GO:0002693,3,0,0,0,0,0,0,0,1
GO:0002691,3,0,0,0,0,0,0,0,1
GO:0030854,0,1,0,0,0,0,1,0,0
GO:0030852,0,1,0,0,0,0,1,0,0
GO:0008299,0,0,0,0,0,1,0,0,0
GO:0006801,2,0,0,0,0,0,0,0,0
GO:0019748,0,0,1,0,0,0,1,0,0
GO:0044550,0,0,1,0,0,0,1,0,0
GO:1990928,0,0,0,0,0,1,0,0,0
GO:0034198,0,0,0,0,0,1,0,0,0
GO:0002764,1,0,0,0,0,0,0,1,0
GO:0002757,1,0,0,0,0,0,0,1,0
GO:0002253,1,0,0,0,0,0,0,1,0
GO:0002460,0,0,0,0,0,0,1,0,0
GO:0002443,0,0,0,0,0,0,1,0,0
GO:0019724,0,0,0,0,0,0,1,0,0
GO:0002449,0,0,0,0,0,0,1,0,0
GO:1904064,2,1,0,0,0,1,2,1,0
GO:0050855,1,0,1,0,0,0,0,0,0
GO:0034767,2,1,0,0,0,1,2,1,0
GO:0070661,1,0,0,0,0,0,2,0,2
GO:0046651,1,0,0,0,0,0,2,0,0
GO:0042100,0,0,0,0,0,0,1,0,0
GO:0032943,1,0,0,0,0,0,2,0,2
GO:1901661,2,0,0,0,0,0,2,0,0
GO:0006775,2,0,0,0,0,0,2,0,0
GO:0042373,2,0,0,0,0,0,2,0,0
GO:0006289,2,0,0,0,0,1,2,0,0
GO:0045646,0,0,0,0,0,1,0,1,0
GO:0032922,2,0,0,0,0,1,0,0,0
GO:0005249,2,1,0,0,0,0,3,0,0
GO:0051170,1,0,0,0,0,0,1,0,0
GO:0006606,1,0,0,0,0,0,1,0,0
GO:0004180,1,0,0,0,0,0,0,0,0
GO:0042593,1,0,0,0,0,0,0,1,0
GO:0033500,1,0,0,0,0,0,0,1,0
GO:0030073,0,0,1,0,0,0,0,0,0
GO:0007585,0,0,0,0,0,0,0,0,1
GO:0006925,1,0,1,0,0,1,1,0,0
GO:0002244,1,0,0,0,0,0,1,0,0
GO:0140888,0,0,0,0,0,0,1,0,0
GO:0071357,0,0,0,0,0,0,1,0,0
GO:0060337,0,0,0,0,0,0,1,0,0
GO:0034340,0,0,0,0,0,0,1,0,0
GO:0016941,0,0,1,0,0,0,0,1,0
GO:0030534,1,0,0,0,0,0,1,0,0
GO:0021510,1,0,0,0,0,0,1,0,0
GO:0009952,1,0,0,0,0,1,2,0,0
GO:0008344,1,0,0,0,0,0,0,0,0
GO:0030331,1,0,0,0,0,0,1,0,0
GO:0005149,0,0,0,0,0,1,0,0,0
GO:0005150,0,0,0,0,0,1,0,0,0
GO:0008242,0,2,1,0,0,0,0,0,0
GO:0070003,0,2,1,0,0,0,0,0,0
GO:0031267,1,1,0,0,0,1,0,3,5
GO:0044058,0,1,0,0,0,0,0,0,0
GO:0030145,0,0,0,0,0,1,1,0,0
GO:1901532,2,0,0,0,0,0,0,0,0
GO:0030175,1,0,0,0,0,1,1,0,0
GO:0009566,0,0,0,0,0,0,1,0,0
GO:0007338,0,0,0,0,0,0,1,0,0
GO:0035036,0,1,0,0,0,0,1,0,0
GO:0009988,0,1,0,0,0,0,1,0,0
GO:0009161,0,2,1,0,0,0,0,0,0
GO:0009156,0,2,1,0,0,0,0,0,0
GO:0046112,0,0,0,0,0,0,0,0,1
GO:0009113,0,0,0,0,0,0,0,0,1
GO:1904121,0,0,1,0,0,2,0,0,0
GO:0120019,0,0,1,0,0,2,0,0,0
GO:0120014,0,0,1,0,0,2,0,0,0
GO:0050633,0,0,1,0,0,2,0,0,0
GO:0050632,0,0,1,0,0,2,0,0,0
GO:0019107,0,0,1,0,0,2,0,0,0
GO:0008525,0,0,1,0,0,2,0,0,0
GO:0005548,0,0,1,0,0,2,0,0,0
GO:1905954,0,1,1,0,0,3,0,0,0
GO:0032376,0,0,1,0,0,3,0,0,0
GO:0032374,0,0,1,0,0,3,0,0,0
GO:0032373,0,0,1,0,0,3,0,0,0
GO:0032371,0,0,1,0,0,3,0,0,0
GO:0032370,0,1,1,0,0,3,0,0,0
GO:0051018,1,0,0,0,0,2,2,0,0
GO:2001259,2,0,0,0,0,1,1,0,0
GO:1903818,1,0,0,0,0,1,1,0,0
GO:1902261,1,0,0,0,0,1,1,0,0
GO:1902259,1,0,0,0,0,1,1,0,0
GO:1901381,1,0,0,0,0,1,1,1,0
GO:1901018,1,0,0,0,0,1,1,1,0
GO:0071320,1,0,0,0,0,1,1,0,0
GO:0043268,1,0,0,0,0,1,1,1,0
GO:0032414,2,1,0,0,0,1,2,1,0
GO:0032411,2,1,0,0,0,1,2,1,0
GO:0001508,1,0,0,0,0,1,1,0,0
GO:0016328,2,0,0,0,0,1,1,0,0
GO:0050661,1,0,1,0,0,0,1,0,0
GO:0019755,2,0,0,0,0,0,1,0,0
GO:0015701,2,0,0,0,0,0,1,0,0
GO:0031526,1,0,0,0,0,0,1,0,0
GO:0071837,0,0,1,0,0,0,3,0,0
GO:0001709,0,0,1,0,0,0,1,0,0
GO:0021536,1,0,0,0,0,0,1,0,0
GO:0090335,0,0,0,0,0,1,0,1,0
GO:0061101,1,0,0,0,0,0,0,0,0
GO:0060563,1,0,0,0,0,0,0,0,0
GO:0048873,2,0,0,0,0,0,0,0,0
GO:0045654,0,1,0,0,0,0,1,0,0
GO:0045648,0,0,0,0,0,1,0,1,0
GO:0045599,1,0,0,0,0,0,1,0,0
GO:0045598,1,0,0,0,0,1,1,1,0
GO:0051101,0,0,0,0,0,0,1,0,0
GO:0006890,0,0,0,0,0,1,0,0,0
GO:0000307,1,0,0,0,0,0,1,0,0
GO:0019908,1,0,0,0,0,0,1,0,0
GO:1990508,0,0,0,0,0,1,0,0,0
GO:1902074,0,0,0,0,0,1,0,0,0
GO:1902075,0,0,0,0,0,1,0,0,0
GO:0097527,1,1,0,0,0,0,0,0,0
GO:0097300,1,1,0,0,0,0,0,0,0
GO:0070266,1,1,0,0,0,0,0,0,0
GO:0070265,1,1,0,0,0,0,0,0,0
GO:0030544,1,0,0,0,0,0,0,0,2
GO:0008234,1,0,0,0,0,0,0,0,0
GO:0005242,1,0,0,0,0,0,2,0,0
GO:0035220,0,0,0,0,0,0,2,0,0
GO:0007444,0,0,0,0,0,0,2,0,0
GO:0001669,0,1,0,0,0,0,1,0,0
GO:0042402,0,0,0,0,0,0,0,0,1
GO:0009310,0,0,0,0,0,0,0,0,1
GO:0046513,1,0,0,0,0,0,1,0,0
GO:0045824,1,0,0,0,0,0,1,0,0
GO:0080171,2,0,0,0,0,0,0,0,1
GO:0007040,2,0,0,0,0,0,0,0,1
GO:0097205,1,0,0,0,0,0,0,0,0
GO:0003094,1,0,0,0,0,0,0,0,0
GO:2000027,0,0,1,0,0,0,0,0,0
GO:0072224,1,0,0,0,0,0,0,0,0
GO:0072210,1,0,0,0,0,0,0,0,0
GO:0072202,1,0,0,0,0,0,0,0,0
GO:0032703,1,0,0,0,0,0,0,1,0
GO:0001656,1,0,1,0,0,0,0,0,0
GO:1990782,0,0,0,0,0,1,0,0,1
GO:0003684,1,0,0,0,0,0,1,0,0
GO:0010669,0,0,0,0,0,0,2,0,0
GO:0072541,2,0,0,0,0,0,0,0,0
GO:0043028,2,0,0,0,0,0,0,0,0
GO:0043027,2,0,0,0,0,0,0,0,0
GO:0004869,2,0,0,0,0,0,0,0,0
GO:0001016,2,0,0,0,0,0,0,0,0
GO:2001057,2,0,0,0,0,0,0,0,0
GO:0070995,2,0,0,0,0,0,0,0,0
GO:0060785,2,0,0,0,0,0,0,0,0
GO:0051354,2,0,0,0,0,0,0,0,0
GO:0051341,2,0,0,0,0,0,0,0,0
GO:0032967,3,0,0,0,0,0,1,0,0
GO:0032965,3,0,0,0,0,0,1,0,0
GO:0016480,2,0,0,0,0,0,0,0,0
GO:0010714,3,0,0,0,0,0,1,0,0
GO:0010712,3,0,0,0,0,0,1,0,0
GO:0042133,0,0,0,0,0,0,0,0,2
GO:1904029,0,0,0,0,0,2,0,0,0
GO:0000079,0,0,0,0,0,2,0,0,0
GO:0009794,0,0,1,0,0,0,0,0,0
GO:0042157,2,0,0,0,0,0,0,0,0
GO:0022848,1,0,0,0,0,0,1,0,0
GO:0032841,1,0,0,0,0,0,0,0,1
GO:0032806,2,0,0,0,0,1,1,0,0
GO:0005675,1,0,0,0,0,1,0,0,0
GO:0000439,0,0,0,0,0,1,0,0,0
GO:0009069,1,0,0,0,0,0,0,0,0
GO:0002456,0,0,0,0,0,0,1,0,0
GO:0051117,0,0,0,0,0,1,1,0,1
GO:0044548,0,0,0,0,0,1,1,0,0
GO:0034237,0,0,0,0,0,1,1,0,0
GO:0034236,0,0,0,0,0,1,1,0,0
GO:0005884,0,2,0,0,0,1,2,0,0
GO:0044853,1,0,0,0,0,1,1,0,1
GO:0001772,0,0,0,0,0,1,1,0,0
GO:0043392,0,0,0,0,0,0,1,0,0
GO:0032689,1,0,0,0,0,0,0,1,0
GO:0032660,1,0,0,0,0,0,1,0,0
GO:0032649,2,0,0,0,0,0,1,1,2
GO:0006984,0,0,0,0,0,0,0,0,1
GO:0060795,0,0,1,0,0,0,0,0,0
GO:0035987,0,0,1,0,0,0,0,0,0
GO:0001714,0,0,1,0,0,0,0,0,0
GO:0001711,0,0,1,0,0,0,0,0,0
GO:0001763,0,0,1,0,0,0,0,0,0
GO:0061326,0,0,1,0,0,0,1,0,0
GO:0061333,0,0,1,0,0,0,1,0,0
GO:0061138,0,0,1,0,0,0,0,0,0
GO:0055123,0,0,0,0,0,0,1,0,0
GO:0048754,0,0,1,0,0,0,0,0,0
GO:0048565,0,0,0,0,0,0,1,0,0
GO:0048546,0,0,0,0,0,0,1,0,0
GO:0001824,1,0,1,0,0,1,0,0,0
GO:2001054,0,0,1,0,0,0,0,0,0
GO:2001053,0,0,1,0,0,0,0,0,0
GO:2000036,0,0,1,0,0,0,0,0,0
GO:1904748,0,0,1,0,0,0,0,0,0
GO:1904746,0,0,1,0,0,0,0,0,0
GO:1904673,0,0,1,0,0,0,0,0,0
GO:1904672,0,0,1,0,0,0,0,0,0
GO:1902455,0,0,1,0,0,0,0,0,0
GO:1902338,0,0,1,0,0,0,0,0,0
GO:1902337,0,0,1,0,0,0,0,0,0
GO:1900212,0,0,1,0,0,0,0,0,0
GO:1900211,0,0,1,0,0,0,0,0,0
GO:1900200,0,0,1,0,0,0,0,0,0
GO:0097152,0,0,1,0,0,0,0,0,0
GO:0090185,0,0,1,0,0,0,0,0,0
GO:0090183,0,0,1,0,0,0,0,0,0
GO:0072181,0,0,1,0,0,0,0,0,0
GO:0072180,0,0,1,0,0,0,0,0,0
GO:0072179,0,0,1,0,0,0,0,0,0
GO:0072178,0,0,1,0,0,0,0,0,0
GO:0072177,0,0,1,0,0,0,0,0,0
GO:0072176,0,0,1,0,0,0,0,0,0
GO:0072172,0,0,1,0,0,0,0,0,0
GO:0072171,0,0,1,0,0,0,0,0,0
GO:0072164,0,0,1,0,0,0,0,0,0
GO:0072163,0,0,1,0,0,0,0,0,0
GO:0072095,0,0,1,0,0,0,0,0,0
GO:0072088,0,0,1,0,0,0,0,0,0
GO:0072080,0,0,1,0,0,0,0,0,0
GO:0072079,0,0,1,0,0,0,0,0,0
GO:0072078,0,0,1,0,0,0,0,0,0
GO:0072040,0,0,1,0,0,0,0,0,0
GO:0072039,0,0,1,0,0,0,0,0,0
GO:0072028,0,0,1,0,0,0,0,0,0
GO:0061296,0,0,1,0,0,0,0,0,0
GO:0061295,0,0,1,0,0,0,0,0,0
GO:0061218,0,0,1,0,0,0,0,0,0
GO:0061217,0,0,1,0,0,0,0,0,0
GO:0061017,0,0,1,0,0,0,0,0,0
GO:0060993,0,0,1,0,0,0,0,0,0
GO:0060677,0,0,1,0,0,0,0,0,0
GO:0060675,0,0,1,0,0,0,0,0,0
GO:0048557,0,0,1,0,0,0,0,0,0
GO:0007219,1,0,1,0,0,0,0,1,0
GO:0001826,0,0,1,0,0,0,0,0,0
GO:0001825,0,0,1,0,0,0,0,0,0
GO:0001823,0,0,1,0,0,0,0,0,0
GO:0001657,0,0,1,0,0,0,0,0,0
GO:0016833,1,0,0,0,0,0,0,0,0
GO:1905114,1,0,0,0,0,0,0,0,0
GO:0061525,0,0,0,0,0,0,1,0,0
GO:0048619,0,0,0,0,0,0,1,0,0
GO:0007442,0,0,0,0,0,0,1,0,0
GO:0016634,1,0,0,0,0,0,0,0,1
GO:0031970,1,1,0,0,0,0,1,0,0
GO:2001238,1,0,0,0,0,0,1,0,0
GO:0017176,1,1,0,0,0,0,0,0,0
GO:0000506,1,1,0,0,0,0,0,0,0
GO:1900542,2,0,0,0,0,0,0,0,0
GO:1900371,2,0,0,0,0,0,0,0,0
GO:0140238,1,0,0,0,0,0,0,0,0
GO:0099565,1,0,0,0,0,0,0,0,0
GO:0099504,1,0,0,0,0,0,0,0,0
GO:0099003,1,0,0,0,0,0,0,0,0
GO:0097479,1,0,0,0,0,0,0,0,0
GO:0060291,1,0,0,0,0,0,0,0,0
GO:0060079,1,0,0,0,0,0,0,0,0
GO:0060078,1,0,0,0,0,0,0,0,0
GO:0051955,1,0,0,0,0,0,0,0,0
GO:0051952,1,0,0,0,0,0,0,0,0
GO:0051650,2,0,0,0,0,0,0,0,1
GO:0051648,2,0,0,0,0,0,0,0,1
GO:0051590,1,0,0,0,0,0,0,0,0
GO:0051588,1,0,0,0,0,0,0,0,0
GO:0051259,3,2,0,0,0,0,2,0,1
GO:0050812,1,0,0,0,0,0,0,0,0
GO:0050433,1,0,0,0,0,0,0,0,0
GO:0048489,1,0,0,0,0,0,0,0,0
GO:0048488,1,0,0,0,0,0,0,0,0
GO:0048169,1,1,0,0,0,0,0,0,0
GO:0046928,1,0,0,0,0,0,0,0,0
GO:0042762,1,0,0,0,0,0,0,0,0
GO:0036465,1,0,0,0,0,0,0,0,0
GO:0035493,1,0,0,0,0,0,0,0,0
GO:0033138,1,0,0,0,0,0,0,0,0
GO:0032890,1,0,0,0,0,0,0,0,0
GO:0030808,2,0,0,0,0,0,0,0,0
GO:0014059,1,0,0,0,0,0,0,0,0
GO:0014048,1,0,0,0,0,0,0,0,0
GO:0006140,2,0,0,0,0,0,0,0,0
GO:0001963,1,0,0,0,0,0,0,0,0
GO:0001956,1,0,0,0,0,0,0,0,0
GO:0150034,2,0,0,0,0,0,0,0,0
GO:0044306,1,0,0,0,0,0,0,0,0
GO:0043679,1,0,0,0,0,0,0,0,0
GO:0006635,1,0,0,0,0,0,1,0,0
GO:0090497,1,0,0,0,0,1,0,0,0
GO:0001755,1,0,0,0,0,1,0,0,0
GO:0022616,0,0,0,0,0,1,0,0,0
GO:0006271,0,0,0,0,0,1,0,0,0
GO:0051265,0,0,0,0,0,1,0,0,0
GO:0051264,0,0,0,0,0,1,0,0,0
GO:0015297,0,0,0,0,0,0,0,0,1
GO:0006835,1,0,0,0,0,1,0,0,0
GO:1905039,2,0,0,0,0,3,0,0,1
GO:1903825,2,0,0,0,0,3,0,0,1
GO:0006997,1,0,0,0,0,0,2,0,0
GO:0035282,2,0,0,0,0,1,2,1,0
GO:0007379,0,0,0,0,0,0,1,0,0
GO:0099637,0,1,0,0,0,0,0,0,0
GO:0005416,0,0,0,0,0,0,0,0,1
